date,tournament,season,team_a,score_a,team_b,score_b,neutral,tier
2018-09-13,WC Qualifiers,2019,LBN,92,CHN,88,False,0.5
2018-09-13,WC Qualifiers,2019,QAT,43,AUS,95,False,0.5
2018-09-13,WC Qualifiers,2019,SYR,66,NZL,107,False,0.5
2018-09-13,WC Qualifiers,2019,VEN,87,ISV,73,False,0.5
2018-09-14,WC Qualifiers,2019,ANG,83,CMR,76,False,0.5
2018-09-14,WC Qualifiers,2019,CAF,65,MLI,66,False,0.5
2018-09-14,WC Qualifiers,2019,CIV,73,NGR,84,False,0.5
2018-09-14,WC Qualifiers,2019,EGY,99,CHA,83,False,0.5
2018-09-14,WC Qualifiers,2019,MAR,50,TUN,65,False,0.5
2018-09-14,WC Qualifiers,2019,MEX,74,ARG,78,False,0.5
2018-09-14,WC Qualifiers,2019,PUR,82,PAN,73,False,0.5
2018-09-14,WC Qualifiers,2019,SEN,94,RWA,89,False,0.5
2018-09-14,WC Qualifiers,2019,USA,114,URU,57,False,0.5
2018-09-15,WC Qualifiers,2019,CHA,33,ANG,75,False,0.5
2018-09-15,WC Qualifiers,2019,CMR,84,MAR,74,False,0.5
2018-09-15,WC Qualifiers,2019,MLI,71,SEN,82,False,0.5
2018-09-15,WC Qualifiers,2019,NGR,114,CAF,69,False,0.5
2018-09-15,WC Qualifiers,2019,RWA,53,CIV,71,False,0.5
2018-09-15,WC Qualifiers,2019,TUN,69,EGY,47,False,0.5
2018-09-16,WC Qualifiers,2019,BRA,20,ISV,0,False,0.5
2018-09-16,WC Qualifiers,2019,CHA,69,MAR,63,False,0.5
2018-09-16,WC Qualifiers,2019,CMR,58,EGY,62,False,0.5
2018-09-16,WC Qualifiers,2019,MLI,59,CIV,69,False,0.5
2018-09-16,WC Qualifiers,2019,NGA,89,SEN,61,False,0.5
2018-09-16,WC Qualifiers,2019,RWA,61,CAF,68,False,0.5
2018-09-16,WC Qualifiers,2019,TUN,84,ANG,64,False,0.5
2018-09-16,WC Qualifiers,2019,VEN,79,DOM,78,False,0.5
2018-09-17,WC Qualifiers,2019,ARG,106,PUR,84,False,0.5
2018-09-17,WC Qualifiers,2019,AUS,94,KAZ,41,False,0.5
2018-09-17,WC Qualifiers,2019,CHI,61,CAN,84,False,0.5
2018-09-17,WC Qualifiers,2019,CHN,88,JOR,79,False,0.5
2018-09-17,WC Qualifiers,2019,JPN,70,IRI,56,False,0.5
2018-09-17,WC Qualifiers,2019,KOR,103,SYR,66,False,0.5
2018-09-17,WC Qualifiers,2019,NZL,63,LBN,60,False,0.5
2018-09-17,WC Qualifiers,2019,PAN,48,USA,78,False,0.5
2018-09-17,WC Qualifiers,2019,PHI,92,QAT,81,False,0.5
2018-09-17,WC Qualifiers,2019,URU,63,MEX,60,False,0.5
2018-11-29,WC Qualifiers,2019,ARG,80,USA,63,False,0.5
2018-11-29,WC Qualifiers,2019,CHN,101,SYR,52,False,0.5
2018-11-29,WC Qualifiers,2019,KOR,84,LBN,71,False,0.5
2018-11-29,WC Qualifiers,2019,NZL,95,JOR,69,False,0.5
2018-11-29,WC Qualifiers,2019,PAN,76,MEX,65,False,0.5
2018-11-29,WC Qualifiers,2019,URU,64,PUR,62,False,0.5
2018-11-30,WC Qualifiers,2019,AUS,76,IRI,47,False,0.5
2018-11-30,WC Qualifiers,2019,BRA,100,DOM,82,False,0.5
2018-11-30,WC Qualifiers,2019,CHA,58,EGY,85,False,0.5
2018-11-30,WC Qualifiers,2019,CHI,81,ISV,63,False,0.5
2018-11-30,WC Qualifiers,2019,CMR,73,ANG,77,False,0.5
2018-11-30,WC Qualifiers,2019,JPN,85,QAT,47,False,0.5
2018-11-30,WC Qualifiers,2019,PHI,88,KAZ,92,False,0.5
2018-11-30,WC Qualifiers,2019,TUN,89,MAR,51,False,0.5
2018-11-30,WC Qualifiers,2019,VEN,84,CAN,76,False,0.5
2018-12-01,WC Qualifiers,2019,ANG,90,CHA,50,False,0.5
2018-12-01,WC Qualifiers,2019,EGY,73,TUN,64,False,0.5
2018-12-01,WC Qualifiers,2019,MAR,57,CMR,63,False,0.5
2018-12-02,WC Qualifiers,2019,ANG,69,TUN,63,False,0.5
2018-12-02,WC Qualifiers,2019,ARG,85,MEX,71,False,0.5
2018-12-02,WC Qualifiers,2019,CHN,72,LBN,52,False,0.5
2018-12-02,WC Qualifiers,2019,EGY,60,CMR,80,False,0.5
2018-12-02,WC Qualifiers,2019,KOR,88,JOR,67,False,0.5
2018-12-02,WC Qualifiers,2019,MAR,62,CHA,45,False,0.5
2018-12-02,WC Qualifiers,2019,NZL,97,SYR,74,False,0.5
2018-12-02,WC Qualifiers,2019,PAN,70,PUR,71,False,0.5
2018-12-02,WC Qualifiers,2019,URU,70,USA,78,False,0.5
2018-12-03,WC Qualifiers,2019,AUS,110,QAT,59,False,0.5
2018-12-03,WC Qualifiers,2019,BRA,67,CAN,94,False,0.5
2018-12-03,WC Qualifiers,2019,CHI,65,DOM,74,False,0.5
2018-12-03,WC Qualifiers,2019,ISV,76,VEN,77,False,0.5
2018-12-03,WC Qualifiers,2019,JPN,86,KAZ,70,False,0.5
2018-12-03,WC Qualifiers,2019,PHI,70,IRI,78,False,0.5
2019-02-21,WC Qualifiers,2019,CAN,85,CHI,46,False,0.5
2019-02-21,WC Qualifiers,2019,DOM,72,VEN,67,False,0.5
2019-02-21,WC Qualifiers,2019,IRI,89,JPN,97,False,0.5
2019-02-21,WC Qualifiers,2019,ISV,80,BRA,104,False,0.5
2019-02-21,WC Qualifiers,2019,KAZ,60,AUS,81,False,0.5
2019-02-21,WC Qualifiers,2019,QAT,46,PHI,84,False,0.5
2019-02-22,WC Qualifiers,2019,JOR,86,CHN,62,False,0.5
2019-02-22,WC Qualifiers,2019,LBN,67,NZL,69,False,0.5
2019-02-22,WC Qualifiers,2019,MEX,88,URU,77,False,0.5
2019-02-22,WC Qualifiers,2019,MLI,57,CAF,75,False,0.5
2019-02-22,WC Qualifiers,2019,NGR,46,CIV,72,False,0.5
2019-02-22,WC Qualifiers,2019,PUR,87,ARG,86,False,0.5
2019-02-22,WC Qualifiers,2019,RWA,41,SEN,81,False,0.5
2019-02-22,WC Qualifiers,2019,SYR,74,KOR,87,False,0.5
2019-02-22,WC Qualifiers,2019,USA,111,PAN,80,False,0.5
2019-02-23,WC Qualifiers,2019,CAF,59,NGR,72,False,0.5
2019-02-23,WC Qualifiers,2019,CIV,87,RWA,60,False,0.5
2019-02-23,WC Qualifiers,2019,SEN,62,MLI,38,False,0.5
2019-02-24,WC Qualifiers,2019,CAF,77,RWA,69,False,0.5
2019-02-24,WC Qualifiers,2019,CAN,95,VEN,55,False,0.5
2019-02-24,WC Qualifiers,2019,CIV,69,MLI,49,False,0.5
2019-02-24,WC Qualifiers,2019,IRI,85,AUS,74,False,0.5
2019-02-24,WC Qualifiers,2019,ISV,64,CHI,59,False,0.5
2019-02-24,WC Qualifiers,2019,JOR,86,NZL,80,False,0.5
2019-02-24,WC Qualifiers,2019,KAZ,75,PHI,93,False,0.5
2019-02-24,WC Qualifiers,2019,LBN,72,KOR,84,False,0.5
2019-02-24,WC Qualifiers,2019,QAT,48,JPN,96,False,0.5
2019-02-24,WC Qualifiers,2019,SEN,84,NGR,63,False,0.5
2019-02-24,WC Qualifiers,2019,SYR,59,CHN,90,False,0.5
2019-02-25,WC Qualifiers,2019,DOM,63,BRA,71,False,0.5
2019-02-25,WC Qualifiers,2019,MEX,78,PAN,61,False,0.5
2019-02-25,WC Qualifiers,2019,PUR,65,URU,61,False,0.5
2019-02-25,WC Qualifiers,2019,USA,84,ARG,83,False,0.5
2019-08-31,FIBA World Cup,2019,ANG,59,SRB,105,True,1.0
2019-08-31,FIBA World Cup,2019,ARG,95,KOR,69,True,1.0
2019-08-31,FIBA World Cup,2019,CIV,55,CHN,70,True,1.0
2019-08-31,FIBA World Cup,2019,ESP,101,TUN,62,True,1.0
2019-08-31,FIBA World Cup,2019,IRI,81,PUR,83,True,1.0
2019-08-31,FIBA World Cup,2019,PHI,62,ITA,108,True,1.0
2019-08-31,FIBA World Cup,2019,POL,80,VEN,69,True,1.0
2019-08-31,FIBA World Cup,2019,RUS,82,NGR,77,True,1.0
2019-09-01,FIBA World Cup,2019,CAN,92,AUS,108,True,1.0
2019-09-01,FIBA World Cup,2019,DOM,80,JOR,76,True,1.0
2019-09-01,FIBA World Cup,2019,FRA,78,GER,74,True,1.0
2019-09-01,FIBA World Cup,2019,GRE,85,MNE,60,True,1.0
2019-09-01,FIBA World Cup,2019,NZL,94,BRA,102,True,1.0
2019-09-01,FIBA World Cup,2019,SEN,47,LTU,101,True,1.0
2019-09-01,FIBA World Cup,2019,TUR,86,JPN,67,True,1.0
2019-09-02,FIBA World Cup,2019,CHN,76,POL,79,True,1.0
2019-09-02,FIBA World Cup,2019,ITA,92,ANG,61,True,1.0
2019-09-02,FIBA World Cup,2019,KOR,73,RUS,87,True,1.0
2019-09-02,FIBA World Cup,2019,NGR,81,ARG,94,True,1.0
2019-09-02,FIBA World Cup,2019,PUR,63,ESP,73,True,1.0
2019-09-02,FIBA World Cup,2019,SRB,126,PHI,67,True,1.0
2019-09-02,FIBA World Cup,2019,TUN,79,IRI,67,True,1.0
2019-09-02,FIBA World Cup,2019,VEN,87,CIV,71,True,1.0
2019-09-03,FIBA World Cup,2019,AUS,81,SEN,68,True,1.0
2019-09-03,FIBA World Cup,2019,BRA,79,GRE,78,True,1.0
2019-09-03,FIBA World Cup,2019,GER,68,DOM,70,True,1.0
2019-09-03,FIBA World Cup,2019,JOR,64,FRA,103,True,1.0
2019-09-03,FIBA World Cup,2019,LTU,92,CAN,69,True,1.0
2019-09-03,FIBA World Cup,2019,MNE,83,NZL,93,True,1.0
2019-09-04,FIBA World Cup,2019,ANG,84,PHI,81,True,1.0
2019-09-04,FIBA World Cup,2019,CIV,63,POL,80,True,1.0
2019-09-04,FIBA World Cup,2019,ESP,73,IRI,65,True,1.0
2019-09-04,FIBA World Cup,2019,ITA,77,SRB,92,True,1.0
2019-09-04,FIBA World Cup,2019,KOR,66,NGR,108,True,1.0
2019-09-04,FIBA World Cup,2019,PUR,67,TUN,64,True,1.0
2019-09-04,FIBA World Cup,2019,RUS,61,ARG,69,True,1.0
2019-09-04,FIBA World Cup,2019,VEN,72,CHN,59,True,1.0
2019-09-05,FIBA World Cup,2019,BRA,84,MNE,73,True,1.0
2019-09-05,FIBA World Cup,2019,CAN,82,SEN,60,True,1.0
2019-09-05,FIBA World Cup,2019,DOM,56,FRA,90,True,1.0
2019-09-05,FIBA World Cup,2019,GER,96,JOR,62,True,1.0
2019-09-05,FIBA World Cup,2019,GRE,103,NZL,97,True,1.0
2019-09-05,FIBA World Cup,2019,LTU,82,AUS,87,True,1.0
2019-09-06,FIBA World Cup,2019,ANG,62,IRI,71,True,1.0
2019-09-06,FIBA World Cup,2019,ARG,87,VEN,67,True,1.0
2019-09-06,FIBA World Cup,2019,CHN,77,KOR,73,True,1.0
2019-09-06,FIBA World Cup,2019,ESP,67,ITA,60,True,1.0
2019-09-06,FIBA World Cup,2019,NGR,83,CIV,66,True,1.0
2019-09-06,FIBA World Cup,2019,POL,79,RUS,74,True,1.0
2019-09-06,FIBA World Cup,2019,SRB,90,PUR,47,True,1.0
2019-09-06,FIBA World Cup,2019,TUN,86,PHI,67,True,1.0
2019-09-07,FIBA World Cup,2019,AUS,82,DOM,76,True,1.0
2019-09-07,FIBA World Cup,2019,BRA,71,CZE,93,True,1.0
2019-09-07,FIBA World Cup,2019,CAN,126,JOR,71,True,1.0
2019-09-07,FIBA World Cup,2019,FRA,78,LTU,75,True,1.0
2019-09-07,FIBA World Cup,2019,GER,89,SEN,78,True,1.0
2019-09-07,FIBA World Cup,2019,NZL,111,JPN,81,True,1.0
2019-09-07,FIBA World Cup,2019,TUR,79,MNE,74,True,1.0
2019-09-07,FIBA World Cup,2019,USA,69,GRE,53,True,1.0
2019-09-08,FIBA World Cup,2019,CHN,73,NGR,86,True,1.0
2019-09-08,FIBA World Cup,2019,CIV,71,KOR,80,True,1.0
2019-09-08,FIBA World Cup,2019,ESP,81,SRB,69,True,1.0
2019-09-08,FIBA World Cup,2019,IRI,95,PHI,75,True,1.0
2019-09-08,FIBA World Cup,2019,POL,65,ARG,91,True,1.0
2019-09-08,FIBA World Cup,2019,PUR,89,ITA,94,True,1.0
2019-09-08,FIBA World Cup,2019,TUN,86,ANG,84,True,1.0
2019-09-08,FIBA World Cup,2019,VEN,60,RUS,69,True,1.0
2019-09-09,FIBA World Cup,2019,CZE,77,GRE,84,True,1.0
2019-09-09,FIBA World Cup,2019,DOM,55,LTU,74,True,1.0
2019-09-09,FIBA World Cup,2019,FRA,98,AUS,100,True,1.0
2019-09-09,FIBA World Cup,2019,GER,82,CAN,76,True,1.0
2019-09-09,FIBA World Cup,2019,JOR,79,SEN,77,True,1.0
2019-09-09,FIBA World Cup,2019,JPN,65,MNE,80,True,1.0
2019-09-09,FIBA World Cup,2019,TUR,101,NZL,102,True,1.0
2019-09-09,FIBA World Cup,2019,USA,89,BRA,73,True,1.0
2019-09-10,FIBA World Cup,2019,ARG,97,SRB,87,True,1.0
2019-09-10,FIBA World Cup,2019,ESP,90,POL,78,True,1.0
2019-09-11,FIBA World Cup,2019,AUS,82,CZE,70,True,1.0
2019-09-12,FIBA World Cup,2019,POL,84,CZE,94,True,1.0
2019-09-13,FIBA World Cup,2019,ARG,80,FRA,66,True,1.0
2019-09-13,FIBA World Cup,2019,ESP,95,AUS,88,True,1.0
2019-09-14,FIBA World Cup,2019,SRB,90,CZE,81,True,1.0
2019-09-15,FIBA World Cup,2019,ARG,75,ESP,95,True,1.0
2019-09-15,FIBA World Cup,2019,FRA,67,AUS,59,True,1.0
2021-04-15,WC Qualifiers,2023,CRC,67,JAM,69,False,0.5
2021-04-15,WC Qualifiers,2023,GUY,73,NCA,84,False,0.5
2021-04-16,WC Qualifiers,2023,ESA,58,CRC,78,False,0.5
2021-04-16,WC Qualifiers,2023,JAM,107,GUY,87,False,0.5
2021-04-17,WC Qualifiers,2023,GUY,90,ESA,92,False,0.5
2021-04-17,WC Qualifiers,2023,NCA,92,JAM,54,False,0.5
2021-04-18,WC Qualifiers,2023,CRC,78,GUY,75,False,0.5
2021-04-18,WC Qualifiers,2023,ESA,82,NCA,89,False,0.5
2021-04-19,WC Qualifiers,2023,JAM,66,ESA,68,False,0.5
2021-04-19,WC Qualifiers,2023,NCA,55,CRC,72,False,0.5
2021-06-12,WC Qualifiers,2023,BOL,91,ECU,57,False,0.5
2021-06-16,WC Qualifiers,2023,ECU,69,BOL,51,False,0.5
2021-07-02,WC Qualifiers,2023,CRC,71,ESA,59,False,0.5
2021-07-02,WC Qualifiers,2023,CUB,88,BAH,89,False,0.5
2021-07-03,WC Qualifiers,2023,BAH,75,CRC,51,False,0.5
2021-07-03,WC Qualifiers,2023,ESA,70,CUB,86,False,0.5
2021-07-04,WC Qualifiers,2023,BAH,87,ESA,79,False,0.5
2021-07-04,WC Qualifiers,2023,CRC,60,CUB,79,False,0.5
2021-07-13,WC Qualifiers,2023,CHI,105,BOL,52,False,0.5
2021-07-13,WC Qualifiers,2023,NCA,76,PAR,73,False,0.5
2021-07-14,WC Qualifiers,2023,BOL,87,NCA,82,False,0.5
2021-07-14,WC Qualifiers,2023,PAR,62,CHI,66,False,0.5
2021-07-15,WC Qualifiers,2023,BOL,49,PAR,77,False,0.5
2021-07-15,WC Qualifiers,2023,NCA,63,CHI,82,False,0.5
2021-08-24,FIBA AfroBasket,2021,ANG,71,CPV,77,True,0.7
2021-08-24,FIBA AfroBasket,2021,CAF,56,EGY,72,True,0.7
2021-08-24,FIBA AfroBasket,2021,RWA,82,DRC,68,True,0.7
2021-08-24,FIBA AfroBasket,2021,TUN,82,GUI,46,True,0.7
2021-08-25,FIBA AfroBasket,2021,CIV,88,KEN,70,True,0.7
2021-08-25,FIBA AfroBasket,2021,CMR,0,SSD,20,True,0.7
2021-08-25,FIBA AfroBasket,2021,NGA,81,MLI,73,True,0.7
2021-08-25,FIBA AfroBasket,2021,SEN,93,UGA,55,True,0.7
2021-08-26,FIBA AfroBasket,2021,ANG,68,RWA,71,True,0.7
2021-08-26,FIBA AfroBasket,2021,CPV,66,DRC,70,True,0.7
2021-08-26,FIBA AfroBasket,2021,EGY,81,TUN,87,True,0.7
2021-08-26,FIBA AfroBasket,2021,GUI,60,CAF,61,True,0.7
2021-08-27,FIBA AfroBasket,2021,KEN,55,NGA,71,True,0.7
2021-08-27,FIBA AfroBasket,2021,MLI,67,CIV,90,True,0.7
2021-08-27,FIBA AfroBasket,2021,SSD,75,SEN,104,True,0.7
2021-08-27,FIBA AfroBasket,2021,UGA,80,CMR,66,True,0.7
2021-08-28,FIBA AfroBasket,2021,DRC,58,ANG,73,True,0.7
2021-08-28,FIBA AfroBasket,2021,EGY,78,GUI,86,True,0.7
2021-08-28,FIBA AfroBasket,2021,RWA,74,CPV,82,True,0.7
2021-08-28,FIBA AfroBasket,2021,TUN,68,CAF,51,True,0.7
2021-08-29,FIBA AfroBasket,2021,KEN,72,MLI,66,True,0.7
2021-08-29,FIBA AfroBasket,2021,NGA,68,CIV,77,True,0.7
2021-08-29,FIBA AfroBasket,2021,SEN,98,CMR,65,True,0.7
2021-08-29,FIBA AfroBasket,2021,SSD,88,UGA,86,True,0.7
2021-08-30,FIBA AfroBasket,2021,EGY,62,ANG,70,True,0.7
2021-08-30,FIBA AfroBasket,2021,RWA,68,GUI,72,True,0.7
2021-08-31,FIBA AfroBasket,2021,NGR,68,UGA,80,True,0.7
2021-08-31,FIBA AfroBasket,2021,SSD,60,KEN,58,True,0.7
2021-09-01,FIBA AfroBasket,2021,CIV,98,GUI,50,True,0.7
2021-09-01,FIBA AfroBasket,2021,SEN,79,ANG,74,True,0.7
2021-09-02,FIBA AfroBasket,2021,CPV,79,UGA,71,True,0.7
2021-09-02,FIBA AfroBasket,2021,TUN,80,SSD,65,True,0.7
2021-09-04,FIBA AfroBasket,2021,CIV,75,SEN,65,True,0.7
2021-09-04,FIBA AfroBasket,2021,CPV,65,TUN,75,True,0.7
2021-09-05,FIBA AfroBasket,2021,CIV,75,TUN,78,True,0.7
2021-09-05,FIBA AfroBasket,2021,SEN,86,CPV,73,True,0.7
2021-11-26,WC Qualifiers,2023,ARG,93,PAR,67,False,0.5
2021-11-26,WC Qualifiers,2023,BRA,77,CHI,53,False,0.5
2021-11-26,WC Qualifiers,2023,CIV,57,ANG,56,False,0.5
2021-11-26,WC Qualifiers,2023,CPV,79,NGR,71,False,0.5
2021-11-26,WC Qualifiers,2023,GUI,76,CAF,71,False,0.5
2021-11-26,WC Qualifiers,2023,IRI,82,BHR,66,False,0.5
2021-11-26,WC Qualifiers,2023,JOR,68,KSA,61,False,0.5
2021-11-26,WC Qualifiers,2023,KAZ,84,SYR,74,False,0.5
2021-11-26,WC Qualifiers,2023,LBN,96,INA,38,False,0.5
2021-11-26,WC Qualifiers,2023,URU,83,COL,75,False,0.5
2021-11-26,WC Qualifiers,2023,VEN,77,PAN,56,False,0.5
2021-11-27,WC Qualifiers,2023,ANG,75,GUI,59,False,0.5
2021-11-27,WC Qualifiers,2023,CAF,64,CIV,92,False,0.5
2021-11-27,WC Qualifiers,2023,CHI,55,BRA,81,False,0.5
2021-11-27,WC Qualifiers,2023,CHN,79,JPN,63,False,0.5
2021-11-27,WC Qualifiers,2023,COL,69,URU,82,False,0.5
2021-11-27,WC Qualifiers,2023,PAN,53,VEN,71,False,0.5
2021-11-27,WC Qualifiers,2023,PAR,43,ARG,82,False,0.5
2021-11-27,WC Qualifiers,2023,UGA,77,CPV,74,False,0.5
2021-11-28,WC Qualifiers,2023,CAF,48,ANG,78,False,0.5
2021-11-28,WC Qualifiers,2023,CAN,115,BAH,73,False,0.5
2021-11-28,WC Qualifiers,2023,CIV,80,GUI,69,False,0.5
2021-11-28,WC Qualifiers,2023,DOM,87,ISV,65,False,0.5
2021-11-28,WC Qualifiers,2023,JPN,73,CHN,106,False,0.5
2021-11-28,WC Qualifiers,2023,MEX,90,PUR,86,False,0.5
2021-11-28,WC Qualifiers,2023,UGA,69,NGR,95,False,0.5
2021-11-28,WC Qualifiers,2023,USA,95,CUB,90,False,0.5
2021-11-29,WC Qualifiers,2023,BAH,77,CAN,113,False,0.5
2021-11-29,WC Qualifiers,2023,BHR,64,IRI,100,False,0.5
2021-11-29,WC Qualifiers,2023,INA,64,LBN,110,False,0.5
2021-11-29,WC Qualifiers,2023,ISV,56,DOM,100,False,0.5
2021-11-29,WC Qualifiers,2023,KSA,72,JOR,64,False,0.5
